review_text,reviewer_name,review_title,review_date,review_star_ratings
"It is a fantastic console and you can take it anywhere at anytime, I recently bought games for it and it works really well I would definitely recommend it to all",Amazon Customer,Love it,October 2020,5.0 out of 5 stars
Very quick delivery & good price.  Put away now for Xmas.,J Howard,Quick delivery,October 2020,5.0 out of 5 stars
Very good value for money my grandson loves it,Lennie wood,Very good item,October 2020,5.0 out of 5 stars
My son has a DS but had saved his pocket money as he really wanted a switch as well so I helped him buy it. Its a great game machine (I am not a gamer) for my son and has kept him occupied over lockdown. The only thing I will say which is negative is the cost of the actual games they are very expensive and you are looking at around £50 for some of the newer games and more when you have new platforms added to the games you have. Saying all that my son loves it and it is better constructed than the DS console as it seems more substantial in build.,red,Great for bored children,October 2020,4.0 out of 5 stars
"After 7 days both the charger and the console stopped working. The console will not charge. Returned, will NOT buy again.",Brendan McCloskey,"Item doesn't work, defective, returned.",October 2020,1.0 out of 5 stars
"I bought it for my children and the love it, they enjoyed playing the games.",Maskay,Amazing,21 October 2020,5.0 out of 5 stars
absolutely love it,Lexi,great fun,19 October 2020,5.0 out of 5 stars
"Our Grandson was absolutely thrilled with his birthday present, he has wanted one for a long time and now everyone can buy additional games for Christmas! Delivery was prompt and well packaged.",Amazon Customer,A great and versatile present the whole family can enjoy.,17 October 2020,5.0 out of 5 stars
"It took FOREVER to arrive, like 3 months, but it's worth the waiting. Love this console, and the games options.",Mariana,Long wait but worth it,17 October 2020,5.0 out of 5 stars
"Bought as gift will update in future,kids will love it",Nutmeister,"Bought for Xmas on prime deal day ,not used yet,kids will love it",14 October 2020,5.0 out of 5 stars
Item as described really quick delivery,Tam,As described,13 October 2020,5.0 out of 5 stars
"It was probably quite revolutionary 3 years ago, but as processing power increases in the newer generation of consoles, getting a switch might be a hard sell. Other consoles have more third party support, more games, and you will get the best experience (higher frame rates) on either a PC or a next gen console. That coupled with the issues relating to joycon drift (a problem occurring due to flimsy joysticks) means you'll have to treat them like delicate porcelain.Only get this if:1) You have a strong cult following of Nintendo games (such as I), and are willing to wait patiently (by patiently I mean a good solid 2-3 years) for Nintendo to release their strongest first party titles. This is what it boils down to. Games sell consoles, and Nintendo needs more first party games to compete. And I don't mean constant remasters.2) You're just here to play Nintendo exclusives. Choose a switch for Mario, Pokemon, Zelda, Metroid etc. You will almost always get the worst experience in any other game that's accessible on multiple platforms. Triple A titles from other devs will also give the shaft to the switch in most circumstances, as they demand higher processing power in future titles. Because let's be honest, would you run a game off of a micro SD card or an SSD?3) The convenience of 'switching' between the TV screen and the handheld mode with incredible ease. This is one of the main features that I love, and it distinguishes itself from the competition with its incredible ease of use. No other mainline console does this with such finesse and simplicity, that I have to tip my hat off to Nintendo for this one. It definitely blurs the line between mobile, handheld, and home console gaming.",K,Not for everyone,13 October 2020,4.0 out of 5 stars
So the reason I brought this was for family fun days! Recently done my games room and we needed one for the fun days but this is one of our best consoles!Very fun and looks good on the shelf!Perfect amount of games for this from all types!Very fast delivery and from the prices I've been researching this was by far the best price with the game including!If you are looking for a console and a hard decision for you well this is perfect in my eyes !No regrets on buying this!,christopher,Best buy for most!,11 October 2020,5.0 out of 5 stars
"Avoid the Nintendo switch like the plague, even the updated version has the same joy-con drift and Nintendo refuse to take responsibility and fix the issue. Game catalogue is really poor and the games don't look anywhere near as good as they should for the generation, also the screen is 720p... returning for joy-con drift issues.",Emmett K.,Joy-con drift.,11 October 2020,1.0 out of 5 stars
"I'm too late to try this brilliant machine! I'm with my family are already in love with it! Unique, smooth and magnificent.Whatever the way we choose to play, either on the small or big screen, with joy cons or pro controller, it's always great fun.Beside the fact that it's fantastically nostalgic, it's also a brand new experience with excellent graphics, speed and sound. It also has a powerful battery and a really wide variety of games.I know that it's a real late review, but if I had the time before, I would've get it sooner. It really deserve the attention and can't think of a better family gaming station..!",Ahmad,The best family gaming station!,9 October 2020,5.0 out of 5 stars
"Brilliant console, alot of fun games, easy to setup, great option for kids",Mathew,Fantastic Fun,October 2020,5.0 out of 5 stars
Easy to setup and use straight from the box.,Mark H,Easy setup,October 2020,5.0 out of 5 stars
Really happy and easy to set up,raymon proud,Awesome,October 2020,5.0 out of 5 stars
"The blue controller keeps losing connection. This is a known problem, all over the internet. Even when Nintendo replace the controller it is still faulty. Very poor quality for the price, and makes many games unplayable. Avoid buying this console.",DMD,Great console but known problem with controllers,October 2020,2.0 out of 5 stars
Like,dean gilmore,Good,September 2020,5.0 out of 5 stars
Thank you very much it is great. Thank you!,willbegley91,Brilliant Delivery,September 2020,5.0 out of 5 stars
Bought for us and our children to play and enjoy. It's got tons of games out to buy for it. The joystick battery life is really long which is great. Charges very fast. The ability to switch from tv to handheld in 1 second is great. Never had any issues of faults. One of our best purchases. Especially with all the new Mario game releases.,Warren,100% reccommend buy,September 2020,5.0 out of 5 stars
"Switch definitely is the best hand game machine. Children love it .we already have one , bought this as a gift for mother children. She was very excited and happy. This would be no. 1 for children’s gift if you can. High recommend .",Kitty,Best one for children/ adult.,September 2020,5.0 out of 5 stars
"It works perfectly. I've connected it to my nintendo account and was able to download my online purchases. It reads my game cards with no issue. I especially like how I can transition between playing it on a large monitor, and having it wherever I'd like to play it. A good feature is how I can use each coloured detachable control side as a separate controller each. One device, no extra controller purchase, and I get to play Mariokart 8 1v1 with someone.",jack cf,Getting great use out of it.,September 2020,5.0 out of 5 stars
My nephew super loves it,Roxanne,Birthday present,September 2020,5.0 out of 5 stars
This Switch was faulty. Worked for 30 minutes then wouldn't connect to internet nor would controllers connect. Also ended up with orange screen. Amazon support sent me through to Nintendo who couldn't help. Certainly wasn't going to send it in for repair as it was bought brand new. Sent it back. Pre paid label hence the 1 star not 0 stars but Amazon has had it for 3 days now (it was sent back tracked) yet are still saying they haven't recieved it,Heidi Cieciura,"Didn't work, had to return, still waiting for refund",3 June 2022,1.0 out of 5 stars
Great family fun,DannyBoy,Top entertainment,31 May 2022,5.0 out of 5 stars
Exactly as described 👌,Will,Perfect,14 May 2022,5.0 out of 5 stars
This is awesome.,Dominic,So good!,2 May 2022,3.0 out of 5 stars
"Though the games are expensive, son loves it",Svar,Great,27 April 2022,5.0 out of 5 stars
"My kids love this and so do I, a blast from the past playing mario kart.",Patrick William Davey,Absolute blast,27 April 2022,5.0 out of 5 stars
It was delivered within 3 days of ordering. The item was brand new/sealed box as described. No issues with the device or accessories included so far.,Gregory Randall,Great purchase,25 April 2022,5.0 out of 5 stars
Besides the games being rather expensive haha I never thought I’d get myself playing games on my commute anywhere but I am,Tanaka,Great console,16 April 2022,5.0 out of 5 stars
Made my little guy very happy. Worth every penny,OrlaS,"Best price, and swift delivery",16 April 2022,5.0 out of 5 stars
Perfect product with spot on delivery! Very happy 😃,Sarah,Excellent,10 April 2022,5.0 out of 5 stars
"Great console i love the switch , i payed over price but was out of stock at the time and still dont regret it",Stephen,Nintendo switch,17 September 2020,5.0 out of 5 stars
"It’s good, especially for me with smaller hands, I can see bigger hands struggling a little. Nice that it comes with the controller adaptor, seems very un-Nintendo! Feel like there could still be a bit done to the design to make it more comfortable to use. While my small stature makes up for the small joycons, holding a device that wide isn’t as comfortable for me.",KatieCat,Good but not sold over a proper handheld,10 September 2020,4.0 out of 5 stars
It’s a switch! Not much else to say,SG Wuestner,Nice,5 September 2020,5.0 out of 5 stars
lovely console. Can use inside and outside when your away,Reymar Rondola,Amazing,4 September 2020,5.0 out of 5 stars
"I absolutely love my Nintendo Switch, it's a fantastic console that can be played on the big screen or in portable mode that you can practically bring anywhere you go, there's a vast amount of games to play that'll keep you entertained for a long time, some issues however are that the games for it aren't cheap so take extra care to put your cartridges back in the box or somewhere safe when you're done playing as they're very small and easy to lose, there are also issues with the Joy Cons as well, where over time they start to drift and aren't cheap to replace, however I have yet to encounter this problem although I know it is a very common issue, overall a fantastic console and is a must have for any Nintendo fan.",Joe,An amazing console.,1 September 2020,5.0 out of 5 stars
Arrived much sooner than expected and looks exactly like described,Suzanne Shedden,Would buy from this seller again,31 August 2020,5.0 out of 5 stars
"Bought it for my birthday, it came on time and is perfect, one of my fave consoles",Amazon Customer,Perfect,30 August 2020,5.0 out of 5 stars
WARNING DO NOT BUY LOOKS GOOD BUT SOO SLOOW SO NOT WORTH THE PRICE AFTER 1 DAY IT GETS BROKEN,james,DO NOT BUY,27 August 2020,1.0 out of 5 stars
Product arrived as described and early which was great but unfortunately had to return for personal reasons. Seller was very helpful and issued immediate refund on return of goods. Would definitely use this seller again.,Jacks,Brilliant customer service.,27 August 2020,5.0 out of 5 stars
lot of box. But good little toy.,Matthew locke,more games,26 August 2020,5.0 out of 5 stars
"{""videoWidth"":0,""videoUrl"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/1fa6c3bd-db4f-49e4-88f4-7deff1f73cf5/default.jobtemplate.hls.m3u8"",""clientPrefix"":""vse_reviews_desktop_r2a98e7ku06wt5_1664549461363"",""awaConfig"":{""useUpNextComponent"":false,""initialVideo"":""R2A98E7KU06WT5"",""shouldPreload"":true,""isChromelessPlayer"":false,""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (automated)""},""captionsOffText"":""Captions off""},""isVideoImmersivePlayer"":false,""skipInitialFocus"":false,""disabledViewIds"":[""replayHint""],""customerId"":""0"",""containerId"":""vse_reviews_desktop_r2a98e7ku06wt5_1664549461363-player-fd5e9d61-37e4-4fa9-9db5-3424cc4c874b"",""requestMetadata"":{""marketplaceId"":""A1F83G8C2ARO7P"",""clientId"":""VSE-GB"",""method"":""cr_inline_review"",""requestId"":""AQTCYJHBB6D1Z9G9RYSW"",""pageAsin"":"""",""sessionId"":""262-0484693-3629205""},""shouldLoop"":false,""shouldDisableControls"":false,""alwaysSetInitialVideo"":true,""clientPrefix"":"""",""useAutoplayFallback"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":""VSE-GB"",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""262-0484693-3629205"",""refMarkers"":""vse_reviews_desktop_R2A98E7KU06WT5_1664549461363_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""A1F83G8C2ARO7P"",""isInternal"":false,""endpoint"":""https://unagi-eu.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""AQTCYJHBB6D1Z9G9RYSW"",""customerId"":""0"",""sessionType"":1},""ospLinkCode"":"""",""showPosterImage"":true,""languageCode"":""en"",""version"":"""",""shouldStartMuted"":false,""airyVersion"":""VideoJS"",""languagePreferenceStrings"":{},""enableInactiveFocus"":true,""isReactFactory"":false,""enableDelphiAttribution"":false,""shouldAutoplay"":false},""imageUrl"":""https://m.media-amazon.com/images/I/31Y1JyYlIgL._SY256._SY256.jpg"",""closedCaptionsConfig"":{""captionsOnTexts"":{""en"":""English (automated)""},""captionsOffText"":""Captions off""},""needPlayerFactory"":false,""sushiMetricsConfig"":{""isRobot"":false,""clientId"":"""",""videoAsinList"":"""",""weblabIds"":"""",""eventSource"":""Player"",""sessionId"":""262-0484693-3629205"",""refMarkers"":""vse_reviews_desktop_R2A98E7KU06WT5_1664549461363_ref"",""placementContext"":""cr_inline_review"",""marketplaceId"":""A1F83G8C2ARO7P"",""isInternal"":false,""endpoint"":""https://unagi-eu.amazon.com/1/events/com.amazon.eel.vse.metrics.prod.events.test"",""requestId"":""AQTCYJHBB6D1Z9G9RYSW"",""customerId"":""0"",""sessionType"":1},""mimeType"":""application/x-mpegURL"",""isMobile"":false,""videoHeight"":0}Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:07Loaded: 85.80%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:07 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


            
        
    
    








  
  
     It's so cracked",EMMA BURGESS,!!!Please don't buy it!!!,August 2020,1.0 out of 5 stars
"I am so happy i finally managed to get my hands on a Switch! Been after one for year but could never afford one or they was out of stock. It arrived on time, which i'm happy about and it was very easy to set up. Well worth the buy!",Verena Walsh,Perfect,August 2020,5.0 out of 5 stars
The charger stopped working after just 3 weeks. Not happy. No seller details or warranty in the package so no help to get a new one.,G. Mills,Charger stopped working after 3 weeks,August 2020,1.0 out of 5 stars
There is nothing to dislike.  One of the best buys I have made.,Murphy,Brilliant!,August 2020,5.0 out of 5 stars
Good product,Mandie Stansfield,Good,August 2020,4.0 out of 5 stars
Well.. It's Nintendo so always great,Amazon Customer,Top of the range,August 2020,5.0 out of 5 stars
Great product very happy,E Walsh,Great product,August 2020,5.0 out of 5 stars
Amazing!!!!,robin tanner,Amazing!!!,August 2020,5.0 out of 5 stars
"great graphics, easy to use, convenient play options from handheld to tv",Gettothepoint9,great to spend some furlough time on,August 2020,5.0 out of 5 stars
"Exactly as ordered, works perfectly",Sheena,Works perfectly,July 2020,5.0 out of 5 stars
Enjoying Ring fit and other games. Very happy for the price,Nameez,2 Thumbs Up,July 2020,5.0 out of 5 stars
"Excellent product, great quality, swift delivery",LL44,"Excellent, highly recommend",July 2020,5.0 out of 5 stars
"came 1 day early, been playing it since it arrived love it",Oliver Moorhouse,great entertainment,July 2020,5.0 out of 5 stars
everything is OK.. Thank You :),ehussaine,Excellent,July 2020,5.0 out of 5 stars
"Not going to lie the delivery process said it was going to take a while and it came it 2 days!!! I was a bit shocked at the price but I was desperate for one so I was willing to pay the price. When it came I was baffled because the box was small so I didn’t think it was the switch, when I inboxed it I immediately knew I had payed for a second hand switch, the joycons had scratches on the back and were dirty. The dock was dusty and dirty and had obvious signs of wear and tear. All in all it works but I had some trouble with it connecting to the internet as it would connect and disconnect randomly!  I’m just a bit annoyed that it was second hand and for nearly £350!! They’re cheaper brand new, but everywhere is out of stock :( I’m disappointed by what I got compared to the reviews as all the ones I saw came like they would brand new and it says nowhere in the description that second hand options are available only new ones so I would like to honestly know why I received a second hand one 🤷🏼‍♀️",Jade,Second hand switch for nearly £350 ?!?!,July 2020,3.0 out of 5 stars
I love the switch and to top it off it came a day early too!!! I play it everyday......I used to go outside but now I don't HA! Thank you :D,Ro0fus,Love it,July 2020,5.0 out of 5 stars
"I got this Nintendo Switch from amazon as the seller, so directly from amazon as a new product. I had my doubts at first because its such a fast selling product but I was so happy with my product. Well packaged and brand new. I enjoyed setting up the system as well.",Dreamer,very well packaged - brand new.,July 2020,5.0 out of 5 stars
"I love this Nintendo, let’s say I’m a little bit addicted to it ! .",Amazon Customer,Great,July 2020,5.0 out of 5 stars
good quality,kristina,happy with item,July 2020,5.0 out of 5 stars
All the entertainment you need for long trips,Amazon Customer,Can’t recommend enough,July 2020,5.0 out of 5 stars
They are not as good as they look in these pictures. Get the grey one.,Amazon Customer,The colors... ugh,8 July 2020,3.0 out of 5 stars
Absouloutley delighted with the quality of this console.. Great console.No problems at all,PatrickC791,Amazing,6 July 2020,5.0 out of 5 stars
Great product equal to carrying a PS4 and tv in your bag.Great graphics.I remember in 1979 we had the first table top space invaders slot machine never dreamed in the future you would have this switch console only took 40 years amazing progress can’t imagine the work expertise put into this.,Steady eddie,It’s a awesome console,6 July 2020,5.0 out of 5 stars
"The concept of the Switch is great, but unfortunately ours suffered with a faulty red joy-con after just 6 weeks.  We have twice sent it back to be repaired and both times it has been returned in the same faulty condition.  We bought it as a gift for our four children, and they have been able to play on it for just 6 weeks in the last 7 months.  I've since learned that issues with the joy-cons are fairly common.  Shame really, as Nintendo games have always been great fun and are super playable for kids.",rupturedspleen,Disappointing,3 July 2020,2.0 out of 5 stars
"Purchased second hand, product never specified that it didn’t come with the JoyCons (controllers) so I can’t even set up the switch until I get hold of some controllers",Callum Carney,Need more specification,2 July 2020,1.0 out of 5 stars
Very impressed with it. It arrived the next day and in brilliant conditions.,Amazon Customer,Impressive,30 June 2020,5.0 out of 5 stars
"Got it today and absolutely love it, brilliant update to the wii u. It also takes up so little room 5 stars!!",Lisa K.,Takes up very little room,30 June 2020,5.0 out of 5 stars
Very quick delivery despite everything going on in the world right now. No concerns with packaging or product. Impressed.,Paul,"Fast delivery, couldn’t ask for better.",28 June 2020,5.0 out of 5 stars
One of the most expensive and underwhelming consoles of a generation. I feel sorry for anyone buying this. Get a ps4/xbox/pc instead such better value.,Luigi,Underwhelming,27 June 2020,1.0 out of 5 stars
It only arrived this afternoon and Zelda: Breath of the Wild is very good but I have a long long way to go. I just logged onto the eshop and there lots and lots of cheap indie games for sale. I must have added at least 12 to my wish list. Totally new types of games. I can’t wait to play them all.Any niggles so far? Well it’s hard to turn it off and on. That power button is really tiny.Other than that so been plain sailing so far. I am really tempted to download Animal Crossing. I played original version on my GameCube what must be twenty plus years ago. It will be nice to see how things have changed. Here’s to years of great Switch gaming.,Paul Lemon,"So far, it’s great",26 June 2020,5.0 out of 5 stars
"The Nintendo Switch is a great product in terms if gaming. But my one has arrived with a problem. When I play with joycon login to the console, if I move a little bit I can hear a screw crossing the console inside. What can I do to fix it?",#JB19,Disappointed,26 June 2020,2.0 out of 5 stars
This product is excellent perfect condition,Laimonas,The functionality and condition,26 June 2020,5.0 out of 5 stars
"Arrived quickly, well packaged and brand new. Couldn't have got through lockdown without it",Katie,Great product,20 June 2020,5.0 out of 5 stars
My son loved it. It reached us on time n in best quality,Amazon Customer,I will recommend it,20 June 2020,5.0 out of 5 stars
Excellent,Miss Gulbano Bibi Khan,Buy it,19 June 2020,5.0 out of 5 stars
Easy and good quality,Norrie,Great gaming,18 June 2020,5.0 out of 5 stars
"Great fun... love playing on the tv as well as using as a handheld device. Mario Kart Is awesome and the wife is addicted to New Horizons. We got ours 1 week ago for £299, don't pay over the odds just keep an eye out as they do come back in stock directly with Amazon. Avoid greedy resellers selling well over the odds",Jamiem,"Great Fun, and no regrets on the purchase",17 June 2020,5.0 out of 5 stars
Great product thanks works great,Claire Parkinson,great,16 June 2020,5.0 out of 5 stars
This only costs £279 in other U.K. stores,amy louise dixonbrown,Don’t pay that much,16 June 2020,1.0 out of 5 stars
Only had for the weekend and already had hours of fun with the family. Easy to use and good fun. Lots of variety for games and has kept all ages in our household amused. We haven’t owned a games console before but are really enjoying this one. Would recommend.,Jennifer,Great family fun for all ages.,15 June 2020,5.0 out of 5 stars
"delivered when said,product perfect",mr j wellsteed,"delivered when said,product perfect",14 June 2020,5.0 out of 5 stars
A great system for the whole family but not happy that Amazon increased the price from the RRP of 279.99 to 299.99.,BW,Quality system for the family,13 June 2020,5.0 out of 5 stars
Came very fast. Is the new model of the switch. My favourite gaming device by far!,Ciaran Hayes,New version of switch,12 June 2020,5.0 out of 5 stars
"This was a present and arrived promptly on the day of the birthday, lots of fun and games to have!",Gemma Woodlock,Excellent,12 June 2020,5.0 out of 5 stars
The Nintendo switch that we have all came to love but at a higher retail price to most of their competitors. Seems to be in response to the high demand.,Mohamed Hassan,Higher retail for the same switch,11 June 2020,2.0 out of 5 stars
Great price and a great bit of tech:),Amazon Customer,Nintendo switch neon,11 June 2020,5.0 out of 5 stars
Product arrived much quicker than expected (3 days early!) On standard free delivery which was great.Product itself as expected. I love the flexibility of being able to switch between the portable version and the big screen.,MLG,"As expected, great for lockdown!",11 June 2020,5.0 out of 5 stars
"Love the switch! Fab, brings old memories of playing my DS back, plays great, comfy in the hands and easy to set up and use:) only downsides to it is that the batter runs out fairly quickly and most games for it are on the more pricey side:(",Beth pygall,Great fun!:),10 June 2020,5.0 out of 5 stars
Seller was really helpful enjoyed the customer service would use again in future thanks.,Anonymous ,Excellent,10 June 2020,5.0 out of 5 stars
Good,Thedapper,Good,10 June 2020,5.0 out of 5 stars
"Very good service, looked after me very well and I will definitely be a returning customer! Thank you again!",Amazon Customer,Delighted,9 June 2020,5.0 out of 5 stars
Want to ‘lose’ a child get one of these.,nigel,Not seen my daughter since we brought it,7 June 2020,5.0 out of 5 stars
the only problem is that the battery drains too quicklybut otherwise everything is perfectAnd i recived the package very fast,Ecker,Fast,5 June 2020,5.0 out of 5 stars
Switch is amazing Mayb a bit overpriced but still you are getting it when supply is short.,fahad,Excellent,5 June 2020,5.0 out of 5 stars
I love the new Nintendo.  This is an amazing machine and its great that it supports tv and handheld gaming.  A great console and my kids have loved playing with it too who are 6 and 4yrs old.,Rory Meade,Great Great Great,4 June 2020,5.0 out of 5 stars
"Been trying to get this ever since it sold out, it’s a brilliant little console and I love the fact you can ‘switch’ between hand held, table top and TV modes - which the reason I didn’t want to get the switch lite as I liked the option of playing all of the games on the TV as well as handheld which the lite doesn’t include. I would really recommend for all age groups! Just make sure you order a game to play as well as the free games aren’t the greatest as I found out while waiting for animal crossing to arrive 😅 My only criticism was the fact that amazon hiked up the price due to popular demand which was a shame.",Rosy,Highly recommend,4 June 2020,5.0 out of 5 stars
This product as stopped working?,Jeannette m.,Will it be replaced as not working,4 June 2020,1.0 out of 5 stars
"Brilliant for playing games and easy to set up . Better than Wii . If you have any medical conditions , easier to set up .",Mcjtmms20,"Easy to set up , graphics are brilliant.",3 June 2020,5.0 out of 5 stars
"DO NOT buy a nintendo switch unless you want to spend hundreds, and I literally mean HUNDREDS, on the maintenance of it and replacement parts!In 2 years we've had to replace the charger 5 times and the joy cons 3 times because it all just stops working every couple of months. Prices for replacement joycons START at £65!!! Replacement chargers are £25!! You can buy cheaper none branded bits but they stop working even quicker.The blasted thing has been a never ending money drain! After a little bit of research we found out that the thing is DESIGNED to break, hence why the parts are so expensive. We'd throw it in a drawer and forget about it if it wasn't for the fact that our 9 year old adores it.We're saving now to get him literally any other console he can play instead because this has been a headache from the very start.",JAMB-Toast,DO NOT BUY A SWITCH!!,2 June 2020,1.0 out of 5 stars
"Seller has excellent, informative, fast communication with buyer.  Super fast service at no extra cost. Item was even better than expected few added extras in the box. Highly recommend this seller... reliable, trustworthy (delivered even sooner than promised, quality product.  Very happy with my purchase",Nicky,"Excellent product, excellent seller. Highly recommended",31 May 2020,5.0 out of 5 stars
good,Client d'Amazon,good,30 May 2020,5.0 out of 5 stars
Arrived sooner than it said very pleased with the product,Matt,Great!,29 May 2020,5.0 out of 5 stars
"I was worried that I wasn't going to use it as much but I have been wrong. The console is super versatile, the games library is decent and I have no complaints about it whatsoever",CamperGuy,Love it!,29 May 2020,5.0 out of 5 stars
Arrived and not working. Seller refusing to refund for no hood reason,Amazon Customer,Arrived but not working,28 May 2020,1.0 out of 5 stars
My children love it. The product seems expensive here compared to other sites though.,ss,Kids are enjoying,28 May 2020,4.0 out of 5 stars
"I have had many of the previous handheld consoles, but the games always left me feeling I have been short changed compared to their home console version (even the PS Vita which, despite having so much potential, ended up having  the Nintendo 3DS version of ports). The reviews of Witcher 3 sold the Nintendo Switch to me and I enjoy it on the Switch as much as my first play through on the X Box One S.In the 5 months I have had the Switch, I have only played it docked once (on my first day just to check it worked). I choose the Switch over Switch Lite for the following reasons:1. There is a lot of internet comment about the joy stick drifting, so I thought having detachable joy cons will make it easier to replace any faulty joystick. (No drifting in over 5 months of ownership)2. Bigger screen3. Longer battery life4. Even though I knew I was going to be playing in handheld, I wanted the option of the other modes for future proofing.The only downside of the Switch is that the games are more expensive compared to the home consoles.",Kenny,Finally handheld gaming that doesn't leave you feeling short changed,25 May 2020,5.0 out of 5 stars
"Product excellent as advertised.Really fast delivery from Portugal, impressive!",Wendwar,Fast delivery,24 May 2020,5.0 out of 5 stars
"It’s an amazing console, the battery of the joy cons lasts for long, so it give you the chance to play as home console for a long time. The quality of the materials are really good and durable, the only problem is that over time the joystick of the joycons start to drift and so you have to open them and do a bit of cleaning every now and then",Gaetano ,Good quality console,23 May 2020,4.0 out of 5 stars
"It bewilders me every generation how Nintendo manages to sucker so many people. The Wii had its charm but was overly gimmicky and sold a ton, the Wii-U deservedly flopped as it was awful, however the Switch is the most bewildering Nintendo console to date in terms of how it has succeeded.Everything about this console is inferior to its contemporaries. It cannot sustain decent graphics, it lacks storage space and it lacks a varied and affordable library of games. Yet the console is constantly out of stock.The console is fragile and easily scratched. The Joy-Cons are notoriously fragile and also ridiculously expensive.Many of the games are seriously expensive - £50 for the latest rip-off Pokémon? It looks to have improved very little visually over the 3DS excursions and still relies on a tired formula and the con of selling two identical games. Pretty much all games that are found on other consoles are also cheaper for other consoles.So what advantage does the Switch have? It is indeed portable. Not exactly lightweight like the 3DS. I'd want a sturdy case and screen covers before taking this anywhere, and that will be expensive. Family games? That's true. Mario? He's here yet again. Multiplayer? It's a big positive too.Having said all that, you can easily spend about £400 in order to get the Switch, buy protective covers and just one or two games. It is a hell of an investment and not worth it, in my opinion. I think Nintendo have lured people again with something gimmicky. Put your money on a PS4 Pro or a PC. You'll get a much better experience of good games.",SplitMind,Very over-rated and over-priced,22 May 2020,2.0 out of 5 stars
Got this a day early brand new nothing faulty everything perfectly working,Yvonne L.,A MUST HAVE PRODUCT,22 May 2020,5.0 out of 5 stars
"Well this has been an absolute lifesaver during the pandemic. I haven't left my house in 7 weeks and I was lucky enough to get hold a switch in early April, after trying to get one all through March for my birthday. I'm so glad I did as during this time, being able to play Animal Crossing has been something to look forward to during these uncertain times. Pandemic aside, the console itself is really good. I've hooked it up to the TV a couple of times but I mainly play it handheld. I mainly play Playstation 4 and haven't had a handheld console since the Nintendo 3DS, but so far it's been great. The battery life is decent, definitely better than what I have had before and it charges pretty quickly either docked or with the charger. It's comfortable to hold despite the size of it but I'd recommend taking breaks if you're playing for long periods as it can be straining on your hands. But other than that it's a great console and there a great range of games for it.",Jordan,Great Console,18 May 2020,5.0 out of 5 stars
"Great console, kids love it.",jodie,Fun for little kids and big kids 😎,17 May 2020,5.0 out of 5 stars
Great. It’s like a DS and Wii in one.,Nicole,Great,17 May 2020,5.0 out of 5 stars
I got one during cover-19. Lucky!,Leo,Good,16 May 2020,5.0 out of 5 stars
"I absolutely love this as been wanting an Nintendo Switch for a while. Its easy to use once you get the hang of it and ideal for family time. I got the neon one as like the added colours on the joy pads and makes it stand out more than the grey, but that down to personal preference. When unboxing this it comes with a bit of charge so you can try it out, but I highly recommend giving it a good charge before have a play on it. When turning on for the first time you will need to make sure you have an Nintendo account so you will have to set an account up and if more than one person using this have different profiles for each person. Its a great console as has games for all the family from your classic games such as Sonic and Mario, to kids games such as Paw Patrol and Spongebob. There are a lot of games out there that can be played on it.",Mrs S,Love It,16 May 2020,5.0 out of 5 stars
"Came earlier than expected, especially in this current climate. Haven't put it down ever since",Nic,Perfect,15 May 2020,5.0 out of 5 stars
Everything is great and working fine. Thanks so much!,MC,More than happy!,13 May 2020,5.0 out of 5 stars
"Very good console.It's a Switch, what's not to love? ;)",Reevy,Great console!,12 May 2020,5.0 out of 5 stars
I have nothing to dislike about this product. My family likes the fact that it can be configured in three different forms. The console configuration is best as all the family can watch the game play. Our favourite games are Animal Crossing and Pokemon Lets Go Eevee. I think Animal Crossing provides the best opportunity for children to learn life skills and practice their reading.,Reza,My kids love it and it brings the family together,11 May 2020,5.0 out of 5 stars
Very good quality! Very fast delivery! Hope my boy friend likes it!,Amazon Customer,Very satisfied,9 May 2020,5.0 out of 5 stars
"Lots of options for games and the different ways of using it is good, although I only use it through the tv. Still prefer the wii controllers though, certain games are irritating to play on the switch due to them not being particularly well suited to how the controllers are designed to work",andrew j watson,Good,9 May 2020,4.0 out of 5 stars
"Hi  I  have paid 1 year warranty for this product now  charger is not working could you help me to replacement or assist me please to claim! thanks,I bought this product in oct 2019 .",hom thapa,warranty 1 year !,7 May 2020,1.0 out of 5 stars
Love it purchased this as I really wanted one and it is the best.,Paris,Briliant,6 May 2020,5.0 out of 5 stars
great family fun,Mr. NLG,great family fun,5 May 2020,5.0 out of 5 stars
I have been wanting this console for a very long time and I have finally got one. This has definitely been a quality purchase. Great product :D,Amazon Customer,Finally!,4 May 2020,5.0 out of 5 stars
Good,Cedge,It works,3 May 2020,5.0 out of 5 stars
